date,week,player_id,player_name,position,player_vmax_kmh,md_code,session_focus,session_type,match_role,duration_min,total_distance_m,hsr_m,sprint_distance_m,accelerations,decelerations,max_speed_kmh,percent_vmax,session_rpe,session_load_au,previous_3d_load,wellness_score
2026-08-30,6,P03,Player 03,CB,32.05,MD+1,Recovery,Recovery,N/A,36.0,2510.0,18.0,1.0,6.0,7.0,18.85,58.8,1.9,68.0,735.0,87.0
2026-08-31,7,P03,Player 03,CB,32.05,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,83.0
2026-09-01,7,P03,Player 03,CB,32.05,MD-4,Volume,Training,N/A,81.0,6724.0,239.0,27.0,22.0,21.0,25.89,80.8,5.0,405.0,308.0,84.0
2026-09-02,7,P03,Player 03,CB,32.05,MD-3,Speed / HSR,Training,N/A,87.0,8375.0,412.0,81.0,30.0,21.0,29.55,92.2,6.5,566.0,473.0,79.0
2026-09-03,7,P03,Player 03,CB,32.05,MD-2,Tactical,Training,N/A,69.0,5209.0,178.0,21.0,20.0,16.0,27.11,84.6,4.6,317.0,971.0,80.0
2026-09-04,7,P03,Player 03,CB,32.05,MD-1,Activation,Training,N/A,43.0,2899.0,55.0,8.0,11.0,11.0,21.95,68.5,2.6,112.0,1288.0,80.0
2026-09-05,7,P03,Player 03,CB,32.05,MD,Match,Match,Starter,75.0,8445.0,290.0,69.0,27.0,20.0,32.39,101.1,8.0,600.0,995.0,83.0
2026-09-06,7,P03,Player 03,CB,32.05,MD+1,Recovery,Recovery,N/A,32.0,2364.0,15.0,1.0,7.0,6.0,18.66,58.2,1.5,48.0,1029.0,80.0
2026-09-07,8,P03,Player 03,CB,32.05,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,85.0
2026-09-08,8,P03,Player 03,CB,32.05,MD-4,Volume,Training,N/A,81.0,6390.0,232.0,21.0,26.0,24.0,24.73,77.2,4.8,389.0,648.0,85.0
2026-09-09,8,P03,Player 03,CB,32.05,MD-3,Speed / HSR,Training,N/A,91.0,8094.0,393.0,60.0,26.0,23.0,29.54,92.2,6.2,564.0,437.0,88.0
2026-09-10,8,P03,Player 03,CB,32.05,MD-2,Tactical,Training,N/A,69.0,5527.0,177.0,25.0,23.0,21.0,24.95,77.8,5.1,352.0,953.0,84.0
2026-09-11,8,P03,Player 03,CB,32.05,MD-1,Activation,Training,N/A,50.0,3213.0,76.0,6.0,11.0,12.0,21.79,68.0,2.5,125.0,1305.0,83.0
2026-09-12,8,P03,Player 03,CB,32.05,MD,Match,Match,Starter,84.0,8934.0,386.0,70.0,30.0,26.0,30.14,94.1,8.2,689.0,1041.0,79.0
2026-09-13,8,P03,Player 03,CB,32.05,MD+1,Recovery,Recovery,N/A,34.0,2097.0,18.0,1.0,6.0,5.0,18.11,56.5,1.6,54.0,1166.0,74.0
2026-07-20,1,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2026-07-21,1,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,79.0,7014.0,194.0,26.0,29.0,24.0,25.73,78.7,5.1,403.0,0.0,90.0
2026-07-22,1,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,93.0,7442.0,300.0,80.0,31.0,31.0,30.52,93.3,6.3,586.0,403.0,90.0
2026-07-23,1,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,69.0,5209.0,154.0,25.0,24.0,17.0,26.63,81.4,5.6,386.0,989.0,84.0
2026-07-24,1,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,44.0,3182.0,40.0,7.0,15.0,10.0,22.46,68.7,2.1,92.0,1375.0,83.0
2026-07-25,1,P04,Player 04,CB,32.7,MD,Match,Match,Starter,91.0,10157.0,449.0,92.0,40.0,26.0,30.65,93.7,6.9,628.0,1064.0,81.0
2026-07-26,1,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,32.0,2123.0,16.0,1.0,6.0,5.0,15.41,47.1,1.1,35.0,1106.0,80.0
2026-07-27,2,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,78.0
2026-07-28,2,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,76.0,6002.0,239.0,28.0,28.0,23.0,26.75,81.8,4.9,372.0,663.0,84.0
2026-07-29,2,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,90.0,7797.0,375.0,85.0,29.0,28.0,31.38,96.0,7.2,648.0,407.0,83.0
2026-07-30,2,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,64.0,5390.0,200.0,17.0,23.0,20.0,25.49,77.9,3.3,211.0,1020.0,81.0
2026-07-31,2,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,46.0,2968.0,55.0,7.0,12.0,10.0,22.56,69.0,2.7,124.0,1231.0,78.0
2026-08-01,2,P04,Player 04,CB,32.7,MD,Match,Match,Starter,79.0,8450.0,311.0,79.0,33.0,30.0,31.65,96.8,8.8,695.0,983.0,82.0
2026-08-02,2,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,36.0,2532.0,20.0,1.0,6.0,5.0,18.89,57.8,1.1,40.0,1030.0,79.0
2026-08-03,3,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0,84.0
2026-08-04,3,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,76.0,5337.0,243.0,33.0,31.0,24.0,26.21,80.2,6.0,456.0,735.0,73.0
2026-08-05,3,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,86.0,7536.0,397.0,73.0,31.0,24.0,30.21,92.4,7.0,602.0,496.0,85.0
2026-08-06,3,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,67.0,5886.0,205.0,23.0,22.0,20.0,26.09,79.8,5.4,362.0,1058.0,83.0
2026-08-07,3,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,41.0,2943.0,55.0,6.0,11.0,12.0,24.11,73.7,2.9,119.0,1420.0,83.0
2026-08-08,3,P04,Player 04,CB,32.7,MD,Match,Match,Starter,92.0,10682.0,453.0,95.0,38.0,31.0,30.77,94.1,8.4,773.0,1083.0,82.0
2026-08-09,3,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,33.0,2218.0,17.0,1.0,7.0,5.0,18.03,55.1,1.6,53.0,1254.0,83.0
2026-08-10,4,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,81.0
2026-08-11,4,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,80.0,6194.0,213.0,29.0,28.0,23.0,26.25,80.3,4.7,376.0,826.0,81.0
2026-08-12,4,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,89.0,7968.0,394.0,53.0,32.0,24.0,32.88,100.6,5.4,481.0,429.0,86.0
2026-08-13,4,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,70.0,4996.0,153.0,25.0,19.0,21.0,26.77,81.9,4.7,329.0,857.0,81.0
2026-08-14,4,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,42.0,2849.0,71.0,6.0,12.0,11.0,23.36,71.4,2.3,97.0,1186.0,76.0
2026-08-15,4,P04,Player 04,CB,32.7,MD,Match,Match,Starter,91.0,10017.0,396.0,96.0,39.0,33.0,31.02,94.9,8.7,792.0,907.0,79.0
2026-08-16,4,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,37.0,2430.0,15.0,1.0,6.0,6.0,18.16,55.5,2.0,74.0,1218.0,75.0
2026-08-17,5,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,82.0
2026-08-18,5,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,77.0,5558.0,236.0,30.0,28.0,21.0,26.26,80.3,4.7,362.0,866.0,81.0
2026-08-19,5,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,89.0,8210.0,333.0,69.0,33.0,27.0,29.64,90.6,6.4,570.0,436.0,83.0
2026-08-20,5,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,73.0,5669.0,181.0,34.0,25.0,20.0,24.83,75.9,4.3,314.0,932.0,79.0
2026-08-21,5,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,41.0,2812.0,59.0,7.0,13.0,11.0,21.37,65.3,3.0,123.0,1246.0,80.0
2026-08-22,5,P04,Player 04,CB,32.7,MD,Match,Match,Sub,8.0,1002.0,56.0,4.0,4.0,2.0,30.62,93.6,7.2,58.0,1007.0,82.0
2026-08-23,5,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,35.0,2093.0,14.0,1.0,7.0,5.0,18.57,56.8,2.4,84.0,495.0,80.0
2026-08-24,6,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,82.0
2026-08-25,6,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,81.0,6591.0,222.0,23.0,24.0,25.0,24.43,74.7,5.8,470.0,142.0,90.0
2026-08-26,6,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,87.0,7592.0,293.0,83.0,30.0,31.0,29.37,89.8,6.0,522.0,554.0,79.0
2026-08-27,6,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,69.0,5711.0,151.0,19.0,25.0,22.0,24.74,75.6,4.4,304.0,992.0,82.0
2026-08-28,6,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,45.0,2800.0,60.0,7.0,15.0,12.0,24.28,74.3,2.2,99.0,1296.0,83.0
2026-08-29,6,P04,Player 04,CB,32.7,MD,Match,Match,Starter,96.0,11271.0,450.0,71.0,46.0,33.0,29.8,91.1,7.2,691.0,925.0,86.0
2026-08-30,6,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,40.0,1975.0,16.0,1.0,5.0,6.0,18.59,56.9,3.0,120.0,1094.0,82.0
2026-08-31,7,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,83.0
2026-09-01,7,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,79.0,6266.0,241.0,30.0,27.0,20.0,28.21,86.3,5.1,403.0,811.0,89.0
2026-09-02,7,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,84.0,7704.0,349.0,55.0,35.0,27.0,29.62,90.6,6.1,512.0,523.0,76.0
2026-09-03,7,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,69.0,5559.0,188.0,24.0,25.0,20.0,26.6,81.3,4.9,338.0,915.0,79.0
2026-09-04,7,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,46.0,2810.0,63.0,5.0,13.0,8.0,22.63,69.2,3.1,143.0,1253.0,81.0
2026-09-05,7,P04,Player 04,CB,32.7,MD,Match,Match,Starter,76.0,8721.0,320.0,84.0,29.0,25.0,31.46,96.2,8.8,669.0,993.0,79.0
2026-09-06,7,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,31.0,2356.0,14.0,1.0,8.0,6.0,17.2,52.6,1.3,40.0,1150.0,83.0
2026-09-07,8,P04,Player 04,CB,32.7,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,81.0
2026-09-08,8,P04,Player 04,CB,32.7,MD-4,Volume,Training,N/A,80.0,6467.0,156.0,35.0,28.0,25.0,26.0,79.5,4.1,328.0,709.0,83.0
2026-09-09,8,P04,Player 04,CB,32.7,MD-3,Speed / HSR,Training,N/A,82.0,7605.0,351.0,57.0,31.0,27.0,29.38,89.8,7.0,574.0,368.0,84.0
2026-09-10,8,P04,Player 04,CB,32.7,MD-2,Tactical,Training,N/A,65.0,4766.0,152.0,23.0,26.0,19.0,25.29,77.3,4.3,280.0,902.0,79.0
2026-09-11,8,P04,Player 04,CB,32.7,MD-1,Activation,Training,N/A,47.0,2679.0,64.0,7.0,14.0,12.0,24.38,74.5,2.5,118.0,1182.0,77.0
2026-09-12,8,P04,Player 04,CB,32.7,MD,Match,Match,Starter,96.0,10140.0,474.0,80.0,37.0,28.0,29.27,89.5,7.6,730.0,972.0,81.0
2026-09-13,8,P04,Player 04,CB,32.7,MD+1,Recovery,Recovery,N/A,38.0,2124.0,15.0,1.0,7.0,5.0,16.44,50.3,2.1,80.0,1128.0,76.0
2026-07-20,1,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
2026-07-21,1,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,73.0,6059.0,226.0,31.0,24.0,25.0,26.45,83.5,5.3,387.0,0.0,90.0
2026-07-22,1,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,89.0,8535.0,481.0,77.0,31.0,32.0,28.19,89.0,6.6,587.0,387.0,88.0
2026-07-23,1,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,71.0,5076.0,185.0,27.0,18.0,21.0,24.58,77.6,5.5,390.0,974.0,77.0
2026-07-24,1,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,40.0,2822.0,73.0,9.0,12.0,13.0,22.2,70.1,3.7,148.0,1364.0,72.0
2026-07-25,1,P05,Player 05,CB,31.66,MD,Match,Top-up,Unused,52.0,4427.0,202.0,27.0,20.0,17.0,26.5,83.7,4.4,229.0,1125.0,79.0
2026-07-26,1,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,39.0,2111.0,21.0,1.0,7.0,5.0,17.99,56.8,2.2,86.0,767.0,91.0
2026-07-27,2,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,88.0
2026-07-28,2,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,87.0,5485.0,268.0,36.0,23.0,29.0,26.43,83.5,5.8,505.0,315.0,84.0
2026-07-29,2,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,82.0,7345.0,448.0,82.0,31.0,28.0,28.7,90.7,6.6,541.0,591.0,85.0
2026-07-30,2,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,69.0,5079.0,185.0,23.0,21.0,20.0,25.5,80.5,4.2,290.0,1046.0,82.0
2026-07-31,2,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,41.0,2725.0,52.0,8.0,13.0,11.0,23.23,73.4,2.7,111.0,1336.0,73.0
2026-08-01,2,P05,Player 05,CB,31.66,MD,Match,Top-up,Unused,51.0,5086.0,184.0,17.0,17.0,15.0,25.98,82.1,4.6,235.0,942.0,85.0
2026-08-02,2,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,33.0,2101.0,21.0,1.0,5.0,6.0,16.64,52.6,1.8,59.0,636.0,82.0
2026-08-03,3,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,84.0
2026-08-04,3,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,85.0,6650.0,207.0,31.0,26.0,19.0,25.85,81.6,6.6,561.0,294.0,86.0
2026-08-05,3,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,83.0,7845.0,401.0,85.0,33.0,27.0,27.34,86.3,6.1,506.0,620.0,87.0
2026-08-06,3,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,72.0,5463.0,215.0,21.0,23.0,20.0,22.22,70.2,3.1,223.0,1067.0,77.0
2026-08-07,3,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,52.0,2850.0,86.0,7.0,12.0,11.0,22.57,71.3,3.1,161.0,1290.0,72.0
2026-08-08,3,P05,Player 05,CB,31.66,MD,Match,Top-up,Unused,52.0,3844.0,171.0,23.0,19.0,18.0,26.5,83.7,4.1,213.0,890.0,82.0
2026-08-09,3,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,28.0,1981.0,21.0,1.0,5.0,5.0,17.29,54.6,2.7,76.0,597.0,77.0
2026-08-10,4,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,83.0
2026-08-11,4,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,75.0,6493.0,245.0,32.0,26.0,24.0,26.1,82.4,5.8,435.0,289.0,89.0
2026-08-12,4,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,84.0,6962.0,316.0,92.0,38.0,28.0,27.66,87.4,5.1,428.0,511.0,86.0
2026-08-13,4,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,69.0,5404.0,192.0,22.0,26.0,20.0,25.87,81.7,2.9,200.0,863.0,84.0
2026-08-14,4,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,38.0,2713.0,72.0,8.0,12.0,11.0,21.43,67.7,3.6,137.0,1063.0,81.0
2026-08-15,4,P05,Player 05,CB,31.66,MD,Match,Top-up,Unused,53.0,4447.0,165.0,29.0,17.0,19.0,25.61,80.9,5.8,307.0,765.0,90.0
2026-08-16,4,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,39.0,2175.0,20.0,1.0,6.0,7.0,17.52,55.4,1.4,55.0,644.0,81.0
2026-08-17,5,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,85.0
2026-08-18,5,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,77.0,7090.0,236.0,24.0,26.0,21.0,24.0,75.8,4.6,354.0,362.0,84.0
2026-08-19,5,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,88.0,6958.0,422.0,65.0,30.0,28.0,29.52,93.3,5.1,449.0,409.0,88.0
2026-08-20,5,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,76.0,5821.0,222.0,28.0,19.0,21.0,23.64,74.7,3.5,266.0,803.0,81.0
2026-08-21,5,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,44.0,3123.0,57.0,6.0,12.0,13.0,22.34,70.6,2.5,110.0,1069.0,85.0
2026-08-22,5,P05,Player 05,CB,31.66,MD,Match,Match,Starter,71.0,7782.0,408.0,78.0,29.0,25.0,28.01,88.5,8.9,632.0,825.0,80.0
2026-08-23,5,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,44.0,2060.0,17.0,1.0,6.0,6.0,16.51,52.2,1.7,75.0,1008.0,84.0
2026-08-24,6,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,83.0
2026-08-25,6,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,77.0,6120.0,185.0,29.0,27.0,21.0,25.88,81.7,5.3,408.0,707.0,82.0
2026-08-26,6,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,93.0,8031.0,395.0,85.0,30.0,29.0,28.39,89.7,6.9,642.0,483.0,86.0
2026-08-27,6,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,64.0,5133.0,207.0,23.0,21.0,18.0,24.29,76.7,5.5,352.0,1050.0,80.0
2026-08-28,6,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,42.0,2841.0,62.0,6.0,13.0,12.0,21.82,68.9,3.0,126.0,1402.0,78.0
2026-08-29,6,P05,Player 05,CB,31.66,MD,Match,Match,Starter,82.0,7924.0,375.0,97.0,31.0,31.0,29.28,92.5,8.4,689.0,1120.0,78.0
2026-08-30,6,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,28.0,2357.0,17.0,1.0,6.0,5.0,17.86,56.4,1.1,31.0,1167.0,76.0
2026-08-31,7,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,80.0
2026-09-01,7,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,78.0,6014.0,219.0,37.0,29.0,25.0,25.21,79.6,5.6,437.0,720.0,77.0
2026-09-02,7,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,93.0,7488.0,389.0,71.0,32.0,33.0,29.85,94.3,6.8,632.0,468.0,87.0
2026-09-03,7,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,71.0,5118.0,223.0,23.0,23.0,21.0,24.34,76.9,3.9,277.0,1069.0,75.0
2026-09-04,7,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,46.0,2626.0,54.0,7.0,12.0,9.0,22.15,70.0,2.8,129.0,1346.0,77.0
2026-09-05,7,P05,Player 05,CB,31.66,MD,Match,Top-up,Unused,55.0,4401.0,191.0,26.0,20.0,18.0,24.36,76.9,5.1,280.0,1038.0,82.0
2026-09-06,7,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,33.0,1926.0,16.0,1.0,7.0,5.0,18.16,57.4,2.1,69.0,686.0,85.0
2026-09-07,8,P05,Player 05,CB,31.66,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,78.0
2026-09-08,8,P05,Player 05,CB,31.66,MD-4,Volume,Training,N/A,81.0,5918.0,248.0,29.0,26.0,22.0,26.29,83.0,4.5,364.0,349.0,85.0
2026-09-09,8,P05,Player 05,CB,31.66,MD-3,Speed / HSR,Training,N/A,80.0,6465.0,385.0,77.0,32.0,27.0,28.11,88.8,6.4,512.0,433.0,86.0
2026-09-10,8,P05,Player 05,CB,31.66,MD-2,Tactical,Training,N/A,72.0,5025.0,176.0,20.0,20.0,23.0,25.11,79.3,4.0,288.0,876.0,81.0
2026-09-11,8,P05,Player 05,CB,31.66,MD-1,Activation,Training,N/A,41.0,3315.0,51.0,6.0,13.0,13.0,22.37,70.7,3.2,131.0,1164.0,83.0
2026-09-12,8,P05,Player 05,CB,31.66,MD,Match,Top-up,Unused,53.0,4762.0,141.0,21.0,17.0,18.0,27.15,85.8,4.4,233.0,931.0,78.0
2026-09-13,8,P05,Player 05,CB,31.66,MD+1,Recovery,Recovery,N/A,27.0,2327.0,18.0,1.0,6.0,6.0,17.41,55.0,1.4,38.0,652.0,76.0
2026-07-20,1,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
2026-07-21,1,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,79.0,6797.0,409.0,66.0,35.0,34.0,31.38,87.3,6.1,482.0,0.0,86.0
2026-07-22,1,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,88.0,8435.0,608.0,144.0,33.0,37.0,32.48,90.4,6.2,546.0,482.0,79.0
2026-07-23,1,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,69.0,6381.0,286.0,68.0,30.0,27.0,28.61,79.6,5.1,352.0,1028.0,79.0
2026-07-24,1,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,44.0,3203.0,115.0,27.0,17.0,15.0,26.37,73.4,2.4,106.0,1380.0,81.0
2026-07-25,1,P06,Player 06,FB,35.93,MD,Match,Match,Sub,26.0,3625.0,218.0,86.0,16.0,13.0,33.72,93.8,7.8,203.0,1004.0,76.0
2026-07-26,1,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,32.0,2419.0,34.0,2.0,8.0,7.0,19.87,55.3,2.0,64.0,661.0,90.0
2026-07-27,2,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,82.0
2026-07-28,2,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,78.0,6669.0,398.0,78.0,39.0,34.0,27.6,76.8,5.7,445.0,267.0,86.0
2026-07-29,2,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,87.0,8229.0,682.0,169.0,44.0,53.0,30.82,85.8,6.6,574.0,509.0,80.0
2026-07-30,2,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,68.0,5751.0,254.0,67.0,29.0,29.0,29.59,82.4,3.2,218.0,1019.0,80.0
2026-07-31,2,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,46.0,3242.0,109.0,17.0,20.0,15.0,24.31,67.7,2.9,133.0,1237.0,78.0
2026-08-01,2,P06,Player 06,FB,35.93,MD,Match,Top-up,Unused,50.0,5552.0,335.0,64.0,23.0,23.0,29.51,82.1,4.8,240.0,925.0,76.0
2026-08-02,2,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,34.0,2283.0,34.0,2.0,8.0,9.0,18.99,52.9,0.8,27.0,591.0,92.0
2026-08-03,3,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,83.0
2026-08-04,3,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,81.0,7470.0,418.0,73.0,35.0,31.0,27.53,76.6,6.0,486.0,267.0,84.0
2026-08-05,3,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,92.0,7940.0,620.0,137.0,49.0,45.0,34.02,94.7,7.0,644.0,513.0,87.0
2026-08-06,3,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,66.0,5926.0,335.0,64.0,35.0,25.0,28.35,78.9,4.6,304.0,1130.0,85.0
2026-08-07,3,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,44.0,3569.0,113.0,19.0,15.0,17.0,24.98,69.5,2.2,97.0,1434.0,80.0
2026-08-08,3,P06,Player 06,FB,35.93,MD,Match,Match,Sub,11.0,1391.0,123.0,44.0,7.0,5.0,31.12,86.6,7.4,81.0,1045.0,76.0
2026-08-09,3,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,33.0,2541.0,33.0,2.0,7.0,9.0,19.34,53.8,2.3,76.0,482.0,85.0
2026-08-10,4,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,80.0
2026-08-11,4,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,82.0,6724.0,477.0,76.0,36.0,35.0,29.05,80.9,4.8,394.0,157.0,90.0
2026-08-12,4,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,87.0,8070.0,623.0,195.0,43.0,43.0,32.66,90.9,5.7,496.0,470.0,79.0
2026-08-13,4,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,75.0,6301.0,331.0,67.0,31.0,27.0,29.07,80.9,3.9,292.0,890.0,78.0
2026-08-14,4,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,43.0,3076.0,125.0,16.0,15.0,16.0,25.15,70.0,2.8,120.0,1182.0,79.0
2026-08-15,4,P06,Player 06,FB,35.93,MD,Match,Match,Sub,18.0,2102.0,136.0,53.0,8.0,9.0,26.98,75.1,7.4,133.0,908.0,82.0
