player_id,player_name,position,week,training_distance_m,training_hsr_m,training_sprint_m,training_load_au,training_accelerations,training_decelerations,peak_training_speed_kmh,peak_training_pct_vmax,snapshot_date,md1_wellness,load_7d_au,load_28d_au,distance_7d_m,hsr_7d_m,sprint_7d_m,load_ratio_7_28_context,days_since_85_pct_vmax,days_since_90_pct_vmax,days_since_95_pct_vmax,baseline_training_distance_m,baseline_training_hsr_m,baseline_training_sprint_m,baseline_training_load_au,baseline_peak_pct_vmax,baseline_accelerations,baseline_decelerations,baseline_md1_wellness,vmax_kmh,match_total_distance_m,match_hsr_m,match_sprint_distance_m,match_accelerations,match_decelerations,distance_vs_baseline,hsr_vs_baseline,sprint_vs_baseline,load_vs_baseline,training_to_match_hsr,training_to_match_sprint,peak_speed_vs_player_vmax,wellness_delta,load_context,training_context,context_note,planned_reduction,preparation_alignment,exposure_index,monitoring_status,monitoring_reasons
P08,Player 08,FB,1,24341.0,1358.0,391.0,1404.0,135.0,111.0,32.4,97.0,2026-07-24,79.0,1404.0,1404.0,24341.0,1358.0,391.0,,2.0,2.0,2.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,1.0,0.87,1.02,1.0,1.64,1.53,0.97,-1.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Baseline,Baseline acquisition period
P08,Player 08,FB,2,23980.0,1578.0,343.0,1449.0,126.0,110.0,30.71,91.9,2026-07-31,82.0,2257.0,3661.0,37026.0,2668.0,527.0,,2.0,2.0,6.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,0.99,1.01,0.89,1.03,1.91,1.35,0.92,2.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Baseline,Baseline acquisition period
P08,Player 08,FB,3,25579.0,1563.0,384.0,1321.0,135.0,115.0,30.84,92.3,2026-08-07,80.0,2198.0,5859.0,39821.0,2400.0,623.0,,2.0,2.0,13.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,1.05,1.0,1.0,0.94,1.89,1.51,0.92,0.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P08,Player 08,FB,4,24572.0,1649.0,380.0,1331.0,130.0,126.0,31.28,93.6,2026-08-14,78.0,1481.0,7340.0,27831.0,1755.0,400.0,,2.0,2.0,20.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,1.01,1.06,0.99,0.95,1.99,1.49,0.94,-2.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P08,Player 08,FB,5,24711.0,1668.0,332.0,1342.0,125.0,108.0,33.1,99.1,2026-08-21,82.0,1643.0,7579.0,31951.0,2054.0,395.0,0.87,2.0,2.0,2.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,1.02,1.07,0.86,0.96,2.01,1.3,0.99,2.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Ready,Exposure aligned with individual baseline
P08,Player 08,FB,6,25448.0,1465.0,354.0,1302.0,120.0,120.0,30.69,91.9,2026-08-28,81.0,1657.0,6979.0,33120.0,1833.0,417.0,0.95,2.0,2.0,9.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,1.05,0.94,0.92,0.93,1.77,1.39,0.92,1.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P08,Player 08,FB,7,23968.0,1643.0,335.0,1399.0,118.0,122.0,31.17,93.3,2026-09-04,78.0,2143.0,6924.0,36447.0,2334.0,585.0,1.24,2.0,2.0,16.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,0.98,1.05,0.87,1.0,1.98,1.31,0.93,-2.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Ready,Exposure aligned with individual baseline
P08,Player 08,FB,8,24636.0,1463.0,372.0,1341.0,122.0,125.0,29.83,89.3,2026-09-11,75.0,1600.0,7043.0,32535.0,1783.0,437.0,0.91,2.0,9.0,23.0,24341.0,1563.0,384.0,1404.0,92.3,135.0,111.0,80.0,33.4,10925.0,828.0,255.0,48.0,45.0,1.01,0.94,0.97,0.96,1.77,1.46,0.89,-5.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Ready,Exposure aligned with individual baseline
P09,Player 09,FB,1,26012.0,1496.0,373.0,1395.0,102.0,112.0,32.65,94.3,2026-07-24,84.0,1395.0,1395.0,26012.0,1496.0,373.0,,2.0,2.0,,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,1.04,0.9,0.88,1.0,1.78,1.4,0.94,2.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Baseline,Baseline acquisition period
P09,Player 09,FB,2,23020.0,1706.0,435.0,1370.0,106.0,99.0,32.45,93.8,2026-07-31,82.0,1703.0,3098.0,30202.0,2135.0,499.0,,2.0,2.0,,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,0.92,1.02,1.03,0.98,2.03,1.64,0.94,0.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P09,Player 09,FB,3,24935.0,1670.0,422.0,1504.0,103.0,103.0,31.22,90.2,2026-08-07,76.0,1785.0,4883.0,32609.0,2104.0,483.0,,2.0,2.0,,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,1.0,1.0,1.0,1.08,1.99,1.59,0.9,-6.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P09,Player 09,FB,4,24135.0,1659.0,358.0,1513.0,102.0,118.0,31.78,91.8,2026-08-14,72.0,2210.0,7093.0,36506.0,2310.0,600.0,,2.0,2.0,6.0,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,0.97,0.99,0.85,1.08,1.98,1.35,0.92,-10.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Monitor,Reduced sprint exposure; Wellness below individual baseline
P09,Player 09,FB,5,22607.0,1655.0,406.0,1407.0,98.0,124.0,34.64,100.1,2026-08-21,79.0,2233.0,7931.0,36774.0,2545.0,671.0,1.13,1.0,2.0,2.0,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,0.91,0.99,0.96,1.01,1.97,1.53,1.0,-3.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P09,Player 09,FB,6,25073.0,1877.0,376.0,1439.0,105.0,116.0,32.13,92.8,2026-08-28,72.0,1731.0,7959.0,32416.0,2272.0,439.0,0.87,2.0,2.0,9.0,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,1.01,1.12,0.89,1.03,2.24,1.41,0.93,-10.0,Typical,Full training,Normal squad training plan,False,91.0,91.0,Monitor,Wellness below individual baseline
P09,Player 09,FB,7,24149.0,1745.0,378.0,1276.0,107.0,108.0,33.72,97.4,2026-09-04,81.0,1899.0,8073.0,36332.0,2439.0,729.0,0.94,2.0,2.0,2.0,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,0.97,1.04,0.9,0.91,2.08,1.42,0.97,-1.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P09,Player 09,FB,8,23437.0,1875.0,418.0,1589.0,102.0,102.0,32.98,95.3,2026-09-11,77.0,1875.0,7738.0,30001.0,2257.0,554.0,0.97,2.0,2.0,2.0,24935.0,1670.0,422.0,1395.0,93.8,103.0,103.0,82.0,34.61,10836.0,839.0,266.0,40.0,43.0,0.94,1.12,0.99,1.14,2.23,1.57,0.95,-5.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Ready,Exposure aligned with individual baseline
P10,Player 10,FB,1,24099.0,1493.0,438.0,1239.0,113.0,112.0,30.5,90.8,2026-07-24,82.0,1239.0,1239.0,24099.0,1493.0,438.0,,2.0,2.0,,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,1.0,0.98,1.0,0.91,1.86,1.53,0.91,5.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Baseline,Baseline acquisition period
P10,Player 10,FB,2,22859.0,1523.0,465.0,1494.0,109.0,127.0,30.08,89.6,2026-07-31,74.0,2238.0,3477.0,36856.0,2350.0,745.0,,2.0,9.0,,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,0.95,1.0,1.06,1.1,1.9,1.62,0.9,-3.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Baseline,Baseline acquisition period
P10,Player 10,FB,3,24371.0,1525.0,440.0,1364.0,110.0,123.0,32.03,95.4,2026-08-07,77.0,2106.0,5583.0,35353.0,2161.0,691.0,,1.0,2.0,2.0,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,1.01,1.0,1.0,1.0,1.9,1.53,0.95,0.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P10,Player 10,FB,4,23781.0,1641.0,413.0,1343.0,109.0,122.0,30.41,90.6,2026-08-14,78.0,2001.0,7584.0,34244.0,2304.0,659.0,,2.0,2.0,9.0,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,0.99,1.08,0.94,0.98,2.05,1.44,0.91,1.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P10,Player 10,FB,5,23199.0,1793.0,462.0,1454.0,111.0,118.0,29.93,89.1,2026-08-21,74.0,1798.0,8143.0,30798.0,2099.0,534.0,0.88,2.0,9.0,16.0,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,0.96,1.18,1.05,1.07,2.24,1.61,0.89,-3.0,Typical,Full training,Normal squad training plan,False,93.0,93.0,Ready,Exposure aligned with individual baseline
P10,Player 10,FB,6,23902.0,1536.0,459.0,1420.0,113.0,121.0,30.91,92.0,2026-08-28,80.0,2131.0,8036.0,34853.0,2359.0,739.0,1.06,2.0,2.0,6.0,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,0.99,1.01,1.04,1.04,1.92,1.6,0.92,3.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P10,Player 10,FB,7,25233.0,1464.0,342.0,1422.0,101.0,105.0,31.18,92.8,2026-09-04,80.0,1716.0,7646.0,32228.0,1769.0,414.0,0.9,2.0,2.0,13.0,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,1.05,0.96,0.78,1.04,1.83,1.19,0.93,3.0,Typical,Full training,Normal squad training plan,False,88.0,88.0,Monitor,Reduced sprint exposure
P10,Player 10,FB,8,22974.0,1540.0,398.0,1329.0,107.0,131.0,32.19,95.9,2026-09-11,78.0,2129.0,7774.0,34941.0,2402.0,690.0,1.1,2.0,2.0,2.0,24099.0,1523.0,440.0,1364.0,90.8,110.0,123.0,77.0,33.58,10455.0,802.0,287.0,42.0,47.0,0.95,1.01,0.9,0.97,1.92,1.39,0.96,1.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P11,Player 11,CM,1,26138.0,1337.0,213.0,1472.0,118.0,106.0,28.07,90.1,2026-07-24,72.0,1472.0,1472.0,26138.0,1337.0,213.0,,2.0,2.0,,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,1.04,1.01,1.0,1.04,2.03,1.44,0.9,-3.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P11,Player 11,CM,2,25033.0,1164.0,208.0,1420.0,117.0,131.0,26.74,85.8,2026-07-31,75.0,2246.0,3718.0,39406.0,2094.0,340.0,,2.0,6.0,,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,1.0,0.88,0.98,1.0,1.77,1.41,0.86,0.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Baseline,Baseline acquisition period
P11,Player 11,CM,3,23489.0,1330.0,241.0,1362.0,112.0,130.0,27.16,87.2,2026-08-07,79.0,2150.0,5868.0,38442.0,2047.0,406.0,,2.0,6.0,6.0,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,0.94,1.0,1.13,0.96,2.02,1.63,0.87,4.0,Typical,Full training,Normal squad training plan,False,93.0,93.0,Baseline,Baseline acquisition period
P11,Player 11,CM,4,23878.0,1347.0,214.0,1330.0,128.0,136.0,30.12,96.7,2026-08-14,76.0,1648.0,7516.0,31508.0,1646.0,262.0,,2.0,2.0,2.0,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,0.95,1.01,1.0,0.94,2.05,1.45,0.97,1.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Ready,Exposure aligned with individual baseline
P11,Player 11,CM,5,23511.0,1283.0,226.0,1478.0,132.0,128.0,29.53,94.8,2026-08-21,72.0,2210.0,8254.0,38238.0,1827.0,373.0,1.07,1.0,2.0,6.0,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,0.94,0.96,1.06,1.04,1.95,1.53,0.95,-3.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Ready,Exposure aligned with individual baseline
P11,Player 11,CM,6,23708.0,1280.0,205.0,1406.0,116.0,127.0,27.41,88.0,2026-08-28,79.0,2260.0,8268.0,35252.0,1752.0,377.0,1.09,2.0,6.0,13.0,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,0.95,0.96,0.96,0.99,1.95,1.39,0.88,4.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Ready,Exposure aligned with individual baseline
P11,Player 11,CM,7,24566.0,1351.0,193.0,1253.0,114.0,129.0,27.84,89.4,2026-09-04,80.0,2079.0,8197.0,37861.0,1969.0,373.0,1.01,2.0,6.0,20.0,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,0.98,1.02,0.91,0.88,2.05,1.3,0.89,5.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P11,Player 11,CM,8,24150.0,1326.0,222.0,1383.0,128.0,117.0,27.88,89.5,2026-09-11,75.0,2198.0,8747.0,37131.0,1947.0,370.0,1.01,2.0,6.0,27.0,25033.0,1330.0,213.0,1420.0,87.2,117.0,130.0,75.0,31.15,11012.0,658.0,148.0,49.0,49.0,0.96,1.0,1.04,0.97,2.02,1.5,0.9,0.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P12,Player 12,CM,1,24791.0,1343.0,177.0,1466.0,107.0,112.0,29.55,91.7,2026-07-24,79.0,1466.0,1466.0,24791.0,1343.0,177.0,,2.0,2.0,,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,1.0,1.06,0.86,1.0,1.93,1.29,0.92,-1.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Baseline,Baseline acquisition period
P12,Player 12,CM,2,25012.0,1205.0,208.0,1404.0,119.0,111.0,28.86,89.6,2026-07-31,80.0,2120.0,3586.0,38029.0,1875.0,309.0,,2.0,6.0,,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,1.01,0.95,1.01,0.96,1.73,1.52,0.9,0.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P12,Player 12,CM,3,23731.0,1262.0,205.0,1596.0,111.0,99.0,30.52,94.7,2026-08-07,81.0,1754.0,5340.0,28307.0,1432.0,227.0,,2.0,2.0,,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,0.96,1.0,1.0,1.09,1.82,1.5,0.95,1.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P12,Player 12,CM,4,25033.0,1367.0,201.0,1243.0,103.0,99.0,28.48,88.4,2026-08-14,77.0,2008.0,7348.0,36599.0,2001.0,305.0,,2.0,6.0,,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,1.01,1.08,0.98,0.85,1.97,1.47,0.88,-3.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Ready,Exposure aligned with individual baseline
P12,Player 12,CM,5,24959.0,1381.0,193.0,1365.0,110.0,114.0,28.04,87.0,2026-08-21,77.0,1611.0,7493.0,33150.0,1688.0,219.0,0.86,2.0,13.0,,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,1.01,1.09,0.94,0.93,1.99,1.41,0.87,-3.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Monitor,Limited recent >90% Vmax exposure
P12,Player 12,CM,6,26028.0,1317.0,223.0,1442.0,102.0,107.0,32.86,102.0,2026-08-28,87.0,1739.0,7112.0,33505.0,1676.0,262.0,0.98,2.0,2.0,2.0,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,1.05,1.04,1.09,0.98,1.89,1.63,1.02,7.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P12,Player 12,CM,7,24570.0,1369.0,201.0,1384.0,113.0,108.0,28.01,86.9,2026-09-04,72.0,2207.0,7565.0,37355.0,2122.0,328.0,1.17,2.0,6.0,6.0,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,0.99,1.08,0.98,0.94,1.97,1.47,0.87,-8.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Monitor,Wellness below individual baseline
P12,Player 12,CM,8,22698.0,1292.0,184.0,1493.0,108.0,99.0,29.68,92.1,2026-09-11,76.0,1838.0,7395.0,30968.0,1554.0,221.0,0.99,2.0,2.0,13.0,24791.0,1262.0,205.0,1466.0,91.7,111.0,111.0,80.0,32.22,10941.0,695.0,137.0,43.0,42.0,0.92,1.02,0.9,1.02,1.86,1.34,0.92,-4.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P13,Player 13,CM,1,27293.0,1280.0,229.0,1540.0,129.0,108.0,28.23,88.9,2026-07-24,78.0,1540.0,1540.0,27293.0,1280.0,229.0,,2.0,,,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,1.0,1.0,1.0,1.0,1.95,1.53,0.89,2.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P13,Player 13,CM,2,27760.0,1164.0,228.0,1323.0,121.0,122.0,29.72,93.6,2026-07-31,76.0,1601.0,3141.0,34173.0,1404.0,269.0,,2.0,2.0,,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,1.02,0.91,1.0,0.86,1.77,1.52,0.94,0.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P13,Player 13,CM,3,24475.0,1293.0,243.0,1620.0,109.0,120.0,29.09,91.6,2026-08-07,72.0,1886.0,5027.0,32288.0,1563.0,274.0,,2.0,2.0,,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,0.9,1.01,1.06,1.05,1.97,1.62,0.92,-4.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Baseline,Baseline acquisition period
P13,Player 13,CM,4,26386.0,1320.0,197.0,1378.0,125.0,129.0,28.94,91.1,2026-08-14,81.0,2153.0,7180.0,39666.0,1987.0,299.0,,2.0,2.0,6.0,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,0.97,1.03,0.86,0.89,2.01,1.31,0.91,5.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Ready,Exposure aligned with individual baseline
P13,Player 13,CM,5,26881.0,1446.0,219.0,1314.0,122.0,122.0,29.31,92.3,2026-08-21,87.0,2314.0,7954.0,41680.0,2090.0,408.0,1.16,2.0,2.0,6.0,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,0.98,1.13,0.96,0.85,2.2,1.46,0.92,11.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P13,Player 13,CM,6,27453.0,1405.0,247.0,1316.0,111.0,129.0,32.08,101.0,2026-08-28,79.0,1640.0,7993.0,35508.0,1734.0,290.0,0.82,2.0,2.0,2.0,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,1.01,1.1,1.08,0.85,2.14,1.65,1.01,3.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P13,Player 13,CM,7,26782.0,1346.0,221.0,1422.0,118.0,129.0,30.06,94.6,2026-09-04,75.0,1870.0,7977.0,34505.0,1595.0,258.0,0.94,2.0,2.0,9.0,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,0.98,1.05,0.97,0.92,2.05,1.47,0.95,-1.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Ready,Exposure aligned with individual baseline
P13,Player 13,CM,8,25406.0,1310.0,191.0,1554.0,106.0,122.0,30.58,96.3,2026-09-11,77.0,2350.0,8174.0,38798.0,1784.0,334.0,1.15,2.0,2.0,2.0,27293.0,1280.0,229.0,1540.0,91.6,121.0,120.0,76.0,31.76,11478.0,657.0,150.0,46.0,47.0,0.93,1.02,0.83,1.01,1.99,1.27,0.96,1.0,Typical,Full training,Normal squad training plan,False,91.0,91.0,Monitor,Reduced sprint exposure
P14,Player 14,CM,1,24785.0,1245.0,216.0,1337.0,112.0,115.0,32.17,97.5,2026-07-24,72.0,1337.0,1337.0,24785.0,1245.0,216.0,,2.0,2.0,2.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,1.0,0.94,1.11,1.0,1.85,1.65,0.97,-5.0,Typical,Full training,Normal squad training plan,False,93.0,93.0,Baseline,Baseline acquisition period
P14,Player 14,CM,2,25410.0,1326.0,194.0,1284.0,111.0,108.0,29.18,88.4,2026-07-31,82.0,2039.0,3376.0,40421.0,2124.0,349.0,,2.0,6.0,6.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,1.03,1.0,1.0,0.96,1.97,1.48,0.88,5.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P14,Player 14,CM,3,23409.0,1511.0,189.0,1495.0,117.0,117.0,29.21,88.5,2026-08-07,77.0,2342.0,5718.0,37061.0,1977.0,339.0,,2.0,6.0,6.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,0.94,1.14,0.97,1.12,2.24,1.44,0.89,0.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Baseline,Baseline acquisition period
P14,Player 14,CM,4,25522.0,1255.0,182.0,1148.0,115.0,111.0,29.64,89.8,2026-08-14,82.0,1382.0,7100.0,32409.0,1509.0,219.0,,2.0,13.0,13.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,1.03,0.95,0.94,0.86,1.86,1.39,0.9,5.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Monitor,Limited recent >90% Vmax exposure
P14,Player 14,CM,5,25138.0,1263.0,197.0,1377.0,110.0,118.0,30.89,93.6,2026-08-21,70.0,1745.0,7508.0,32586.0,1569.0,235.0,0.93,2.0,2.0,20.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,1.01,0.95,1.02,1.03,1.87,1.5,0.94,-7.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P14,Player 14,CM,6,24880.0,1116.0,214.0,1389.0,117.0,116.0,29.37,89.0,2026-08-28,74.0,2111.0,7580.0,38473.0,1741.0,366.0,1.11,2.0,6.0,6.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,1.0,0.84,1.1,1.04,1.66,1.63,0.89,-3.0,Typical,Full training,Normal squad training plan,False,91.0,91.0,Ready,Exposure aligned with individual baseline
P14,Player 14,CM,7,24942.0,1336.0,181.0,1311.0,121.0,112.0,29.87,90.5,2026-09-04,73.0,1623.0,6861.0,31463.0,1551.0,247.0,0.95,2.0,2.0,13.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,1.01,1.01,0.93,0.98,1.98,1.38,0.91,-4.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Ready,Exposure aligned with individual baseline
P14,Player 14,CM,8,24971.0,1174.0,175.0,1354.0,112.0,113.0,30.13,91.3,2026-09-11,77.0,1662.0,7141.0,32739.0,1430.0,205.0,0.93,2.0,2.0,20.0,24785.0,1326.0,194.0,1337.0,88.5,112.0,115.0,77.0,33.0,11027.0,674.0,131.0,46.0,45.0,1.01,0.89,0.9,1.01,1.74,1.34,0.91,0.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Ready,Exposure aligned with individual baseline
P15,Player 15,CM,1,24416.0,1307.0,185.0,1237.0,130.0,119.0,30.28,96.0,2026-07-24,79.0,1237.0,1237.0,24416.0,1307.0,185.0,,2.0,2.0,2.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,0.95,1.03,0.9,0.91,2.09,1.32,0.96,0.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Baseline,Baseline acquisition period
P15,Player 15,CM,2,25653.0,1270.0,205.0,1376.0,114.0,120.0,29.98,95.1,2026-07-31,80.0,1647.0,2884.0,33946.0,1565.0,250.0,,2.0,2.0,2.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,1.0,1.0,1.0,1.01,2.03,1.46,0.95,1.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
