date,week,player_id,player_name,position,player_vmax_kmh,md_code,session_focus,session_type,match_role,duration_min,total_distance_m,hsr_m,sprint_distance_m,accelerations,decelerations,max_speed_kmh,percent_vmax,session_rpe,session_load_au,previous_3d_load,wellness_score,session_load_au_7d,session_load_au_28d,total_distance_m_7d,total_distance_m_28d,hsr_m_7d,hsr_m_28d,sprint_distance_m_7d,sprint_distance_m_28d,chronic_load_weekly_equivalent,observation_days,load_ratio_7_28_context,days_since_85_pct_vmax,days_since_90_pct_vmax,days_since_95_pct_vmax
2026-08-13,4,P07,Player 07,FB,33.9,MD-2,Tactical,Training,,68.0,6028.0,359.0,64.0,27.0,27.0,27.65,81.6,3.8,258.0,917.0,75.0,1619.0,6041.0,32972.0,110040.0,1877.0,6548.0,481.0,1783.0,1510.25,25,,1.0,8.0,15.0
2026-08-14,4,P07,Player 07,FB,33.9,MD-1,Activation,Training,,52.0,3177.0,77.0,22.0,16.0,16.0,24.02,70.9,2.6,135.0,1175.0,80.0,1635.0,6176.0,32465.0,113217.0,1850.0,6625.0,486.0,1805.0,1544.0,26,,2.0,9.0,16.0
2026-08-15,4,P07,Player 07,FB,33.9,MD,Match,Match,Starter,83.0,8599.0,819.0,189.0,47.0,40.0,34.11,100.6,8.9,739.0,921.0,76.0,2136.0,6915.0,36125.0,121816.0,2396.0,7444.0,608.0,1994.0,1728.75,27,,0.0,0.0,0.0
2026-08-16,4,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,,35.0,2318.0,28.0,3.0,9.0,9.0,18.53,54.7,2.4,84.0,1132.0,78.0,2133.0,6999.0,36139.0,124134.0,2392.0,7472.0,608.0,1997.0,1749.75,28,1.219031290184312,1.0,1.0,1.0
2026-08-17,5,P07,Player 07,FB,33.9,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,83.0,2133.0,6999.0,36139.0,124134.0,2392.0,7472.0,608.0,1997.0,1749.75,29,1.219031290184312,2.0,2.0,2.0
2026-08-18,5,P07,Player 07,FB,33.9,MD-4,Volume,Training,,77.0,6826.0,382.0,88.0,39.0,33.0,28.52,84.1,5.5,424.0,823.0,82.0,2168.0,6959.0,35025.0,124692.0,2394.0,7509.0,610.0,1985.0,1739.75,30,1.2461560569047276,3.0,3.0,3.0
2026-08-19,5,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,,88.0,8305.0,664.0,246.0,39.0,36.0,30.43,89.8,6.5,572.0,508.0,79.0,2212.0,6878.0,35253.0,124302.0,2329.0,7590.0,612.0,2002.0,1719.5,31,1.2864204710671707,0.0,4.0,4.0
2026-08-20,5,P07,Player 07,FB,33.9,MD-2,Tactical,Training,,62.0,5876.0,293.0,81.0,32.0,27.0,27.48,81.1,4.0,248.0,996.0,78.0,2202.0,6891.0,35101.0,125253.0,2263.0,7562.0,629.0,2021.0,1722.75,32,1.2781889420983892,1.0,5.0,5.0
2026-08-21,5,P07,Player 07,FB,33.9,MD-1,Activation,Training,,48.0,3225.0,105.0,18.0,16.0,14.0,24.31,71.7,3.1,149.0,1244.0,73.0,2216.0,6981.0,35149.0,125177.0,2291.0,7559.0,625.0,2017.0,1745.25,33,1.2697321300673257,2.0,6.0,6.0
2026-08-22,5,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,46.0,5018.0,329.0,61.0,25.0,20.0,27.4,80.8,4.7,216.0,969.0,75.0,1693.0,6989.0,31568.0,125690.0,1801.0,7613.0,497.0,2017.0,1747.25,34,0.9689512090427815,3.0,7.0,7.0
2026-08-23,5,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,,36.0,2505.0,33.0,3.0,10.0,9.0,18.6,54.9,2.4,86.0,613.0,83.0,1695.0,6988.0,31755.0,125915.0,1806.0,7613.0,497.0,2017.0,1747.0,35,0.9702346880366343,4.0,8.0,8.0
2026-08-24,6,P07,Player 07,FB,33.9,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,86.0,1695.0,6988.0,31755.0,125915.0,1806.0,7613.0,497.0,2017.0,1747.0,36,0.9702346880366343,5.0,9.0,9.0
2026-08-25,6,P07,Player 07,FB,33.9,MD-4,Volume,Training,,75.0,6481.0,424.0,75.0,36.0,40.0,27.05,79.8,4.4,330.0,302.0,87.0,1601.0,6883.0,31410.0,125471.0,1848.0,7603.0,484.0,2010.0,1720.75,37,0.9304082522156036,6.0,10.0,10.0
2026-08-26,6,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,,92.0,7695.0,649.0,218.0,45.0,40.0,33.33,98.3,6.3,580.0,416.0,87.0,1609.0,7038.0,30800.0,124770.0,1833.0,7590.0,456.0,1985.0,1759.5,38,0.9144643364592213,0.0,0.0,0.0
2026-08-27,6,P07,Player 07,FB,33.9,MD-2,Tactical,Training,,70.0,5573.0,346.0,43.0,30.0,28.0,28.54,84.2,5.0,350.0,910.0,81.0,1711.0,7097.0,30497.0,124649.0,1886.0,7615.0,418.0,1954.0,1774.25,39,0.9643511342820911,1.0,1.0,1.0
2026-08-28,6,P07,Player 07,FB,33.9,MD-1,Activation,Training,,40.0,3091.0,108.0,27.0,17.0,16.0,23.69,69.9,3.3,132.0,1260.0,77.0,1694.0,7148.0,30363.0,124941.0,1889.0,7601.0,427.0,1960.0,1787.0,40,0.9479574706211528,2.0,2.0,2.0
2026-08-29,6,P07,Player 07,FB,33.9,MD,Match,Match,Sub,32.0,4174.0,263.0,127.0,16.0,19.0,29.04,85.7,7.5,240.0,1062.0,76.0,1718.0,7322.0,29519.0,127982.0,1823.0,7778.0,493.0,2059.0,1830.5,41,0.9385413821360284,0.0,3.0,3.0
2026-08-30,6,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,,38.0,2227.0,27.0,3.0,9.0,7.0,17.59,51.9,1.4,53.0,722.0,81.0,1685.0,7327.0,29241.0,127754.0,1817.0,7775.0,493.0,2060.0,1831.75,42,0.919885355534325,1.0,4.0,4.0
2026-08-31,7,P07,Player 07,FB,33.9,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,70.0,1685.0,7327.0,29241.0,127754.0,1817.0,7775.0,493.0,2060.0,1831.75,43,0.919885355534325,2.0,5.0,5.0
2026-09-01,7,P07,Player 07,FB,33.9,MD-4,Volume,Training,,81.0,7317.0,371.0,78.0,34.0,41.0,25.97,76.6,6.1,494.0,293.0,73.0,1849.0,7389.0,30077.0,128909.0,1764.0,7701.0,496.0,2054.0,1847.25,44,1.0009473541751253,3.0,6.0,6.0
2026-09-02,7,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,,87.0,9477.0,596.0,221.0,46.0,52.0,31.0,91.4,8.1,705.0,547.0,74.0,1974.0,7491.0,31859.0,130454.0,1711.0,7651.0,499.0,2071.0,1872.75,45,1.054064877853424,0.0,0.0,7.0
2026-09-03,7,P07,Player 07,FB,33.9,MD-2,Tactical,Training,,73.0,6335.0,339.0,72.0,33.0,32.0,26.75,78.9,6.5,474.0,1199.0,68.0,2098.0,7630.0,32621.0,131191.0,1704.0,7730.0,528.0,2056.0,1907.5,46,1.0998689384010485,1.0,1.0,8.0
2026-09-04,7,P07,Player 07,FB,33.9,MD-1,Activation,Training,,46.0,3412.0,107.0,23.0,14.0,16.0,23.66,69.8,3.3,152.0,1673.0,74.0,2118.0,7663.0,32942.0,130919.0,1703.0,7733.0,524.0,2062.0,1915.75,47,1.1055722301970508,2.0,2.0,9.0
2026-09-05,7,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,45.0,4713.0,319.0,73.0,25.0,20.0,25.97,76.6,5.9,266.0,1331.0,63.0,2144.0,7691.0,33481.0,130693.0,1759.0,7779.0,470.0,2068.0,1922.75,48,1.1150695618255104,3.0,3.0,10.0
2026-09-06,7,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,,33.0,2347.0,33.0,3.0,8.0,8.0,19.95,58.8,2.0,66.0,892.0,70.0,2157.0,7670.0,33601.0,130736.0,1765.0,7780.0,470.0,2068.0,1917.5,49,1.12490221642764,4.0,4.0,11.0
2026-09-07,8,P07,Player 07,FB,33.9,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,80.0,2157.0,7670.0,33601.0,130736.0,1765.0,7780.0,470.0,2068.0,1917.5,50,1.12490221642764,5.0,5.0,12.0
2026-09-08,8,P07,Player 07,FB,33.9,MD-4,Volume,Training,,84.0,7145.0,397.0,69.0,32.0,27.0,28.24,83.3,4.2,353.0,332.0,84.0,2016.0,7634.0,33429.0,129941.0,1791.0,7797.0,461.0,2051.0,1908.5,51,1.0563269583442494,6.0,6.0,13.0
2026-09-09,8,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,,91.0,8233.0,674.0,221.0,39.0,42.0,33.59,99.1,7.1,646.0,419.0,84.0,1957.0,7752.0,32185.0,130097.0,1869.0,7742.0,461.0,2028.0,1938.0,52,1.0098039215686274,0.0,0.0,0.0
2026-09-10,8,P07,Player 07,FB,33.9,MD-2,Tactical,Training,,69.0,5961.0,349.0,86.0,27.0,29.0,25.37,74.8,4.8,331.0,999.0,83.0,1814.0,7825.0,31811.0,130030.0,1879.0,7732.0,475.0,2050.0,1956.25,53,0.9272843450479233,1.0,1.0,1.0
2026-09-11,8,P07,Player 07,FB,33.9,MD-1,Activation,Training,,43.0,3228.0,114.0,21.0,14.0,17.0,24.46,72.1,3.1,133.0,1330.0,76.0,1795.0,7823.0,31627.0,130081.0,1886.0,7769.0,473.0,2049.0,1955.75,54,0.9178064681068644,2.0,2.0,2.0
2026-09-12,8,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,47.0,4818.0,302.0,72.0,28.0,27.0,27.44,80.9,5.3,249.0,1110.0,79.0,1778.0,7333.0,31732.0,126300.0,1869.0,7252.0,472.0,1932.0,1833.25,55,0.9698622664666576,3.0,3.0,3.0
2026-09-13,8,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,,36.0,2258.0,27.0,3.0,8.0,8.0,18.69,55.1,1.7,61.0,713.0,81.0,1773.0,7310.0,31643.0,126240.0,1863.0,7251.0,472.0,1932.0,1827.5,56,0.9701778385772913,4.0,4.0,4.0
2026-07-20,1,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,
2026-07-21,1,P08,Player 08,FB,33.4,MD-4,Volume,Training,,80.0,6449.0,406.0,85.0,35.0,31.0,26.6,79.6,5.0,400.0,0.0,86.0,400.0,400.0,6449.0,6449.0,406.0,406.0,85.0,85.0,100.0,2,,,,
2026-07-22,1,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,87.0,9156.0,615.0,209.0,53.0,40.0,32.4,97.0,6.5,566.0,400.0,84.0,966.0,966.0,15605.0,15605.0,1021.0,1021.0,294.0,294.0,241.5,3,,0.0,0.0,0.0
2026-07-23,1,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,72.0,5684.0,241.0,77.0,31.0,26.0,24.85,74.4,4.9,353.0,966.0,81.0,1319.0,1319.0,21289.0,21289.0,1262.0,1262.0,371.0,371.0,329.75,4,,1.0,1.0,1.0
2026-07-24,1,P08,Player 08,FB,33.4,MD-1,Activation,Training,,47.0,3052.0,96.0,20.0,16.0,14.0,24.35,72.9,1.8,85.0,1319.0,79.0,1404.0,1404.0,24341.0,24341.0,1358.0,1358.0,391.0,391.0,351.0,5,,2.0,2.0,2.0
2026-07-25,1,P08,Player 08,FB,33.4,MD,Match,Match,Starter,86.0,10467.0,1057.0,182.0,52.0,43.0,32.21,96.4,8.5,731.0,1004.0,79.0,2135.0,2135.0,34808.0,34808.0,2415.0,2415.0,573.0,573.0,533.75,6,,0.0,0.0,0.0
2026-07-26,1,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,32.0,2579.0,33.0,2.0,7.0,8.0,16.55,49.5,2.4,77.0,1169.0,78.0,2212.0,2212.0,37387.0,37387.0,2448.0,2448.0,575.0,575.0,553.0,7,,1.0,1.0,1.0
2026-07-27,2,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,75.0,2212.0,2212.0,37387.0,37387.0,2448.0,2448.0,575.0,575.0,553.0,8,,2.0,2.0,2.0
2026-07-28,2,P08,Player 08,FB,33.4,MD-4,Volume,Training,,78.0,6777.0,278.0,66.0,38.0,30.0,27.14,81.3,4.4,343.0,808.0,83.0,2155.0,2555.0,37715.0,44164.0,2320.0,2726.0,556.0,641.0,638.75,9,,3.0,3.0,3.0
2026-07-29,2,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,94.0,8745.0,804.0,171.0,39.0,40.0,30.71,91.9,6.6,620.0,420.0,82.0,2209.0,3175.0,37304.0,52909.0,2509.0,3530.0,518.0,812.0,793.75,10,,0.0,0.0,4.0
2026-07-30,2,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,69.0,5029.0,380.0,81.0,32.0,25.0,27.17,81.4,4.9,338.0,963.0,83.0,2194.0,3513.0,36649.0,57938.0,2648.0,3910.0,522.0,893.0,878.25,11,,1.0,1.0,5.0
2026-07-31,2,P08,Player 08,FB,33.4,MD-1,Activation,Training,,51.0,3429.0,116.0,25.0,17.0,15.0,22.61,67.7,2.9,148.0,1301.0,82.0,2257.0,3661.0,37026.0,61367.0,2668.0,4026.0,527.0,918.0,915.25,12,,2.0,2.0,6.0
2026-08-01,2,P08,Player 08,FB,33.4,MD,Match,Match,Starter,91.0,11913.0,805.0,237.0,51.0,48.0,31.22,93.5,9.0,819.0,1106.0,79.0,2345.0,4480.0,38472.0,73280.0,2416.0,4831.0,582.0,1155.0,1120.0,13,,0.0,0.0,7.0
2026-08-02,2,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,29.0,2329.0,32.0,2.0,9.0,8.0,19.52,58.4,2.0,58.0,1305.0,74.0,2326.0,4538.0,38222.0,75609.0,2415.0,4863.0,582.0,1157.0,1134.5,14,,1.0,1.0,8.0
2026-08-03,3,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,80.0,2326.0,4538.0,38222.0,75609.0,2415.0,4863.0,582.0,1157.0,1134.5,15,,2.0,2.0,9.0
2026-08-04,3,P08,Player 08,FB,33.4,MD-4,Volume,Training,,84.0,7143.0,463.0,71.0,42.0,34.0,27.55,82.5,4.2,353.0,877.0,82.0,2336.0,4891.0,38588.0,82752.0,2600.0,5326.0,587.0,1228.0,1222.75,16,,3.0,3.0,10.0
2026-08-05,3,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,84.0,9419.0,656.0,225.0,47.0,41.0,30.84,92.3,6.4,538.0,411.0,84.0,2254.0,5429.0,39262.0,92171.0,2452.0,5982.0,641.0,1453.0,1357.25,17,,0.0,0.0,11.0
2026-08-06,3,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,70.0,5887.0,323.0,70.0,31.0,26.0,26.24,78.6,4.0,280.0,891.0,79.0,2196.0,5709.0,40120.0,98058.0,2395.0,6305.0,630.0,1523.0,1427.25,18,,1.0,1.0,12.0
2026-08-07,3,P08,Player 08,FB,33.4,MD-1,Activation,Training,,47.0,3130.0,121.0,18.0,15.0,14.0,21.99,65.8,3.2,150.0,1171.0,80.0,2198.0,5859.0,39821.0,101188.0,2400.0,6426.0,623.0,1541.0,1464.75,19,,2.0,2.0,13.0
2026-08-08,3,P08,Player 08,FB,33.4,MD,Match,Match,Sub,8.0,984.0,71.0,18.0,5.0,4.0,24.86,74.4,7.4,59.0,968.0,82.0,1438.0,5918.0,28892.0,102172.0,1666.0,6497.0,404.0,1559.0,1479.5,20,,3.0,3.0,14.0
2026-08-09,3,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,38.0,2275.0,35.0,2.0,8.0,9.0,16.38,49.0,2.4,91.0,489.0,83.0,1471.0,6009.0,28838.0,104447.0,1669.0,6532.0,404.0,1561.0,1502.25,21,,4.0,4.0,15.0
2026-08-10,4,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,80.0,1471.0,6009.0,28838.0,104447.0,1669.0,6532.0,404.0,1561.0,1502.25,22,,5.0,5.0,16.0
2026-08-11,4,P08,Player 08,FB,33.4,MD-4,Volume,Training,,76.0,6215.0,391.0,61.0,37.0,41.0,26.29,78.7,4.2,319.0,150.0,88.0,1437.0,6328.0,27910.0,110662.0,1597.0,6923.0,394.0,1622.0,1582.0,23,,6.0,6.0,17.0
2026-08-12,4,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,91.0,8731.0,806.0,222.0,43.0,44.0,31.28,93.6,6.4,582.0,410.0,82.0,1481.0,6910.0,27222.0,119393.0,1747.0,7729.0,391.0,1844.0,1727.5,24,,0.0,0.0,18.0
2026-08-13,4,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,71.0,6208.0,344.0,79.0,29.0,27.0,25.24,75.6,5.0,355.0,901.0,81.0,1556.0,7265.0,27543.0,125601.0,1768.0,8073.0,400.0,1923.0,1816.25,25,,1.0,1.0,19.0
2026-08-14,4,P08,Player 08,FB,33.4,MD-1,Activation,Training,,44.0,3418.0,108.0,18.0,21.0,14.0,23.5,70.4,1.7,75.0,1256.0,78.0,1481.0,7340.0,27831.0,129019.0,1755.0,8181.0,400.0,1941.0,1835.0,26,,2.0,2.0,20.0
2026-08-15,4,P08,Player 08,FB,33.4,MD,Match,Top-up,Unused,48.0,4703.0,355.0,61.0,26.0,28.0,26.51,79.4,4.8,230.0,1012.0,74.0,1652.0,7570.0,31550.0,133722.0,2039.0,8536.0,443.0,2002.0,1892.5,27,,3.0,3.0,21.0
2026-08-16,4,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,34.0,2537.0,31.0,2.0,9.0,9.0,19.04,57.0,2.1,71.0,660.0,83.0,1632.0,7641.0,31812.0,136259.0,2035.0,8567.0,443.0,2004.0,1910.25,28,0.8543384373773066,4.0,4.0,22.0
2026-08-17,5,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,87.0,1632.0,7641.0,31812.0,136259.0,2035.0,8567.0,443.0,2004.0,1910.25,29,0.8543384373773066,5.0,5.0,23.0
2026-08-18,5,P08,Player 08,FB,33.4,MD-4,Volume,Training,,72.0,6453.0,387.0,71.0,34.0,34.0,28.19,84.4,5.4,389.0,301.0,88.0,1702.0,7630.0,32050.0,136263.0,2031.0,8548.0,453.0,1990.0,1907.5,30,0.892267365661861,6.0,6.0,24.0
2026-08-19,5,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,87.0,8945.0,824.0,178.0,39.0,34.0,33.1,99.1,6.6,574.0,460.0,85.0,1694.0,7638.0,32264.0,136052.0,2049.0,8757.0,409.0,1959.0,1909.5,31,0.8871432312123593,0.0,0.0,0.0
2026-08-20,5,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,63.0,5950.0,328.0,64.0,36.0,24.0,26.83,80.3,3.8,239.0,963.0,74.0,1578.0,7524.0,32006.0,136318.0,2033.0,8844.0,394.0,1946.0,1881.0,32,0.8389154704944178,1.0,1.0,1.0
2026-08-21,5,P08,Player 08,FB,33.4,MD-1,Activation,Training,,50.0,3363.0,129.0,19.0,16.0,16.0,22.93,68.6,2.8,140.0,1202.0,82.0,1643.0,7579.0,31951.0,136629.0,2054.0,8877.0,395.0,1945.0,1894.75,33,0.8671328671328671,2.0,2.0,2.0
2026-08-22,5,P08,Player 08,FB,33.4,MD,Match,Top-up,Unused,53.0,5159.0,341.0,61.0,27.0,27.0,27.28,81.7,4.9,260.0,953.0,82.0,1673.0,7108.0,32407.0,131321.0,2040.0,8161.0,395.0,1824.0,1777.0,34,0.9414743950478335,3.0,3.0,3.0
2026-08-23,5,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,38.0,2513.0,27.0,2.0,8.0,9.0,18.35,54.9,2.5,95.0,639.0,79.0,1697.0,7126.0,32383.0,131255.0,2036.0,8155.0,395.0,1824.0,1781.5,35,0.9525680606230704,4.0,4.0,4.0
2026-08-24,6,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,82.0,1697.0,7126.0,32383.0,131255.0,2036.0,8155.0,395.0,1824.0,1781.5,36,0.9525680606230704,5.0,5.0,5.0
2026-08-25,6,P08,Player 08,FB,33.4,MD-4,Volume,Training,,73.0,7372.0,427.0,92.0,33.0,35.0,26.53,79.4,4.8,350.0,355.0,86.0,1658.0,7133.0,33302.0,131850.0,2076.0,8304.0,416.0,1850.0,1783.25,37,0.9297630730407963,6.0,6.0,6.0
2026-08-26,6,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,87.0,8419.0,600.0,177.0,40.0,44.0,30.69,91.9,6.1,531.0,445.0,87.0,1615.0,7044.0,32776.0,131524.0,1852.0,8100.0,415.0,1856.0,1761.0,38,0.9170925610448609,0.0,0.0,7.0
2026-08-27,6,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,65.0,6412.0,337.0,60.0,30.0,27.0,28.18,84.4,4.6,299.0,881.0,79.0,1675.0,7005.0,33238.0,132907.0,1861.0,8057.0,411.0,1835.0,1751.25,39,0.9564596716630978,1.0,1.0,8.0
2026-08-28,6,P08,Player 08,FB,33.4,MD-1,Activation,Training,,42.0,3245.0,101.0,25.0,17.0,14.0,23.25,69.6,2.9,122.0,1180.0,81.0,1657.0,6979.0,33120.0,132723.0,1833.0,8042.0,417.0,1835.0,1744.75,40,0.9497062616420691,2.0,2.0,9.0
2026-08-29,6,P08,Player 08,FB,33.4,MD,Match,Match,Starter,84.0,10204.0,655.0,248.0,45.0,40.0,31.67,94.8,8.5,714.0,952.0,75.0,2111.0,6874.0,38165.0,131014.0,2147.0,7892.0,604.0,1846.0,1718.5,41,1.22839685772476,0.0,0.0,10.0
2026-08-30,6,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,33.0,2275.0,36.0,2.0,7.0,8.0,18.16,54.4,0.9,30.0,1135.0,76.0,2046.0,6846.0,37927.0,130960.0,2156.0,7896.0,604.0,1846.0,1711.5,42,1.1954425942156004,1.0,1.0,11.0
2026-08-31,7,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,74.0,2046.0,6846.0,37927.0,130960.0,2156.0,7896.0,604.0,1846.0,1711.5,43,1.1954425942156004,2.0,2.0,12.0
2026-09-01,7,P08,Player 08,FB,33.4,MD-4,Volume,Training,,83.0,6713.0,421.0,69.0,37.0,35.0,27.58,82.6,5.5,456.0,744.0,79.0,2152.0,6949.0,37268.0,130530.0,2150.0,7854.0,581.0,1844.0,1737.25,44,1.2387393869621528,3.0,3.0,13.0
2026-09-02,7,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,89.0,7685.0,704.0,170.0,42.0,37.0,31.17,93.3,5.6,498.0,486.0,89.0,2119.0,6909.0,36534.0,128796.0,2254.0,7902.0,574.0,1789.0,1727.25,45,1.2268056158633667,0.0,0.0,14.0
2026-09-03,7,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,70.0,6348.0,387.0,76.0,24.0,31.0,25.85,77.4,4.8,336.0,954.0,87.0,2156.0,6965.0,36470.0,129257.0,2304.0,7966.0,590.0,1795.0,1741.25,46,1.2381909547738694,1.0,1.0,15.0
2026-09-04,7,P08,Player 08,FB,33.4,MD-1,Activation,Training,,42.0,3222.0,131.0,20.0,15.0,19.0,22.12,66.2,2.6,109.0,1290.0,78.0,2143.0,6924.0,36447.0,129349.0,2334.0,7976.0,585.0,1797.0,1731.0,47,1.2380127094165223,2.0,2.0,16.0
2026-09-05,7,P08,Player 08,FB,33.4,MD,Match,Top-up,Unused,48.0,5528.0,294.0,62.0,28.0,23.0,29.25,87.6,4.7,226.0,943.0,78.0,1655.0,7091.0,31771.0,133893.0,1973.0,8199.0,399.0,1841.0,1772.75,48,0.9335777746439148,0.0,3.0,17.0
2026-09-06,7,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,30.0,2371.0,26.0,3.0,8.0,8.0,20.22,60.5,1.1,33.0,671.0,82.0,1658.0,7033.0,31867.0,133989.0,1963.0,8190.0,400.0,1842.0,1758.25,49,0.9429830797668136,1.0,4.0,18.0
2026-09-07,8,P08,Player 08,FB,33.4,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,87.0,1658.0,7033.0,31867.0,133989.0,1963.0,8190.0,400.0,1842.0,1758.25,50,0.9429830797668136,2.0,5.0,19.0
2026-09-08,8,P08,Player 08,FB,33.4,MD-4,Volume,Training,,79.0,6579.0,357.0,85.0,33.0,35.0,25.24,75.6,4.7,371.0,259.0,81.0,1573.0,7085.0,31733.0,134353.0,1899.0,8156.0,416.0,1866.0,1771.25,51,0.8880733944954129,3.0,6.0,20.0
2026-09-09,8,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,,89.0,9032.0,638.0,201.0,46.0,45.0,29.83,89.3,6.1,543.0,404.0,83.0,1618.0,7046.0,33080.0,134654.0,1833.0,7988.0,447.0,1845.0,1761.5,52,0.9185353391995459,0.0,7.0,21.0
2026-09-10,8,P08,Player 08,FB,33.4,MD-2,Tactical,Training,,70.0,6016.0,342.0,66.0,27.0,30.0,28.13,84.2,4.1,287.0,914.0,85.0,1569.0,6978.0,32748.0,134462.0,1788.0,7986.0,437.0,1832.0,1744.5,53,0.8993981083404987,1.0,8.0,22.0
2026-09-11,8,P08,Player 08,FB,33.4,MD-1,Activation,Training,,45.0,3009.0,126.0,20.0,16.0,15.0,22.57,67.6,3.1,140.0,1201.0,75.0,1600.0,7043.0,32535.0,134053.0,1783.0,8004.0,437.0,1834.0,1760.75,54,0.9087036774101945,2.0,9.0,23.0
2026-09-12,8,P08,Player 08,FB,33.4,MD,Match,Match,Starter,81.0,8911.0,411.0,226.0,40.0,42.0,29.43,88.1,7.9,640.0,970.0,78.0,2014.0,7453.0,35918.0,138261.0,1900.0,8060.0,601.0,1999.0,1863.25,55,1.0809070173084665,0.0,10.0,24.0
2026-09-13,8,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,,33.0,2334.0,28.0,3.0,8.0,7.0,18.09,54.2,2.2,73.0,1067.0,80.0,2054.0,7455.0,35881.0,138058.0,1902.0,8057.0,601.0,2000.0,1863.75,56,1.1020791415157611,1.0,11.0,25.0
2026-07-20,1,P09,Player 09,FB,34.61,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,
2026-07-21,1,P09,Player 09,FB,34.61,MD-4,Volume,Training,,79.0,7649.0,302.0,82.0,29.0,32.0,27.24,78.7,4.1,324.0,0.0,86.0,324.0,324.0,7649.0,7649.0,302.0,302.0,82.0,82.0,81.0,2,,,,
2026-07-22,1,P09,Player 09,FB,34.61,MD-3,Speed / HSR,Training,,90.0,8418.0,707.0,193.0,37.0,35.0,32.65,94.3,7.1,639.0,324.0,86.0,963.0,963.0,16067.0,16067.0,1009.0,1009.0,275.0,275.0,240.75,3,,0.0,0.0,
